pid,name,username,num_ctx_switches,memory_info,cpu_percent,memory_percent,nice,create_time,utime,stime,cutime,cstime
0,kernel_task,root,"pctxsw(voluntary=140200682477067, involuntary=0)","pmem(rss=0, vms=213731233792, pfaults=75776, pageins=105)",0.0,0.0,0,1681143934.097998,0.0,2974.381768704,0.0,0.0
1,launchd,root,"pctxsw(voluntary=140200618996097, involuntary=0)","pmem(rss=15421440, vms=34974027776, pfaults=516248, pageins=128192)",0.0,0.17952919006347656,0,1681143934.100066,39.900798976,115.52956416,0.0,0.0
90,logd,root,"pctxsw(voluntary=140200619122312, involuntary=0)","pmem(rss=20451328, vms=34609217536, pfaults=798931, pageins=51174)",0.0,0.2380847930908203,0,1681143947.962158,52.966150144,45.19692288,0.0,0.0
91,smd,root,"pctxsw(voluntary=140200617444415, involuntary=0)","pmem(rss=1609728, vms=34468147200, pfaults=2986, pageins=18)",0.0,0.018739700317382812,0,1681143948.013018,0.044444784,0.08246924,0.0,0.0
92,UserEventAgent,root,"pctxsw(voluntary=140200618791711, involuntary=0)","pmem(rss=8089600, vms=34499989504, pfaults=85467, pageins=378)",0.0,0.09417533874511719,0,1681143948.063319,6.019101184,10.044223488,0.0,0.0
95,uninstalld,root,"pctxsw(voluntary=140200617472940, involuntary=0)","pmem(rss=1830912, vms=34466471936, pfaults=16382, pageins=5)",0.0,0.021314620971679688,0,1681143948.115534,0.355150272,0.761542592,0.0,0.0
96,fseventsd,root,"pctxsw(voluntary=140200618163197, involuntary=0)","pmem(rss=3825664, vms=34477797376, pfaults=576249, pageins=6)",0.0,0.044536590576171875,0,1681143948.115808,38.737952768,52.798775296,0.0,0.0
97,mediaremoted,root,"pctxsw(voluntary=140200617568089, involuntary=0)","pmem(rss=9297920, vms=34510094336, pfaults=47292, pageins=1081)",0.0,0.10824203491210938,0,1681143948.116121,1.171929216,2.122567552,0.0,0.0
98,systemstats,root,"pctxsw(voluntary=140200617493069, involuntary=0)","pmem(rss=5931008, vms=34507685888, pfaults=47835, pageins=254)",0.0,0.0690460205078125,0,1681143948.11661,1.213031552,5.33622016,0.0,0.0
100,configd,root,"pctxsw(voluntary=140200617532608, involuntary=0)","pmem(rss=5746688, vms=34501419008, pfaults=130183, pageins=88)",0.0,0.06690025329589844,0,1681143948.119544,2.807561216,3.933508352,0.0,0.0
101,endpointsecurityd,root,"pctxsw(voluntary=140200617443649, involuntary=0)","pmem(rss=962560, vms=34465968128, pfaults=1789, pageins=5)",0.0,0.011205673217773438,0,1681143948.120122,0.008614737,0.030885756,0.0,0.0
102,powerd,root,"pctxsw(voluntary=140200618155964, involuntary=0)","pmem(rss=6803456, vms=34498355200, pfaults=205140, pageins=177)",0.0,0.07920265197753906,0,1681143948.121602,17.294538752,21.711753216,0.0,0.0
103,biomed,_biome,"pctxsw(voluntary=140200617458673, involuntary=0)","pmem(rss=5849088, vms=34497613824, pfaults=25497, pageins=3868)",0.0,0.06809234619140625,0,1681143948.122778,2.03014464,1.209973888,0.0,0.0
105,amfid,root,"pctxsw(voluntary=140200617450747, involuntary=0)","pmem(rss=3526656, vms=34498162688, pfaults=19289, pageins=37)",0.0,0.04105567932128906,0,1681143948.124961,1.42902912,0.558145152,0.0,0.0
107,remoted,root,"pctxsw(voluntary=140200617444215, involuntary=0)","pmem(rss=1851392, vms=34497236992, pfaults=2192, pageins=73)",0.0,0.02155303955078125,0,1681143948.127323,0.017690928,0.062373596,0.0,0.0
109,keybagd,root,"pctxsw(voluntary=140200617443759, involuntary=0)","pmem(rss=1531904, vms=34466205696, pfaults=1661, pageins=17)",0.0,0.017833709716796875,0,1681143948.130079,0.010251056,0.04345878,0.0,0.0
112,watchdogd,root,"pctxsw(voluntary=140200617471866, involuntary=0)","pmem(rss=1769472, vms=34458132480, pfaults=5970, pageins=35)",0.0,0.020599365234375,0,1681143948.133009,0.414244,0.756644672,0.0,0.0
116,mds,root,"pctxsw(voluntary=140200618753443, involuntary=0)","pmem(rss=17895424, vms=34581254144, pfaults=699777, pageins=1704)",0.0,0.2083301544189453,0,1681143948.137551,34.064410624,43.655827456,0.0,0.0
117,iconservicesd,_iconservices,"pctxsw(voluntary=140200617444930, involuntary=0)","pmem(rss=3051520, vms=34497474560, pfaults=9052, pageins=5)",0.0,0.03552436828613281,0,1681143948.138303,0.082010728,0.121855384,0.0,0.0
118,kernelmanagerd,root,"pctxsw(voluntary=140200617466809, involuntary=0)","pmem(rss=4374528, vms=34507415552, pfaults=139460, pageins=1154)",0.0,0.05092620849609375,0,1681143948.139762,4.183897088,2.881946368,0.0,0.0
119,diskarbitrationd,root,"pctxsw(voluntary=140200617491694, involuntary=0)","pmem(rss=2842624, vms=34497007616, pfaults=44867, pageins=22)",0.0,0.033092498779296875,0,1681143948.141237,1.707893376,1.549231872,0.0,0.0
122,coreduetd,root,"pctxsw(voluntary=140200617558527, involuntary=0)","pmem(rss=9633792, vms=34523127808, pfaults=205730, pageins=7795)",0.0,0.112152099609375,0,1681143948.145088,29.675388928,3.49582848,0.0,0.0
123,syslogd,root,"pctxsw(voluntary=140200617515558, involuntary=0)","pmem(rss=778240, vms=34468098048, pfaults=36397, pageins=13)",0.0,0.009059906005859375,0,1681143948.145965,1.09456576,2.537376512,0.0,0.0
126,thermalmonitord,root,"pctxsw(voluntary=140200617443469, involuntary=0)","pmem(rss=831488, vms=34448084992, pfaults=950, pageins=12)",0.0,0.009679794311523438,0,1681143948.148274,0.004598037,0.01817828,0.0,0.0
127,opendirectoryd,root,"pctxsw(voluntary=140200618282119, involuntary=0)","pmem(rss=7012352, vms=34511699968, pfaults=240969, pageins=7374)",0.0,0.081634521484375,0,1681143948.150606,20.77810688,19.288799232,0.0,0.0
128,apsd,root,"pctxsw(voluntary=140200617494837, involuntary=0)","pmem(rss=9428992, vms=34508095488, pfaults=108875, pageins=312)",0.0,0.10976791381835938,0,1681143948.151072,2.460219392,2.03339392,0.0,0.0
130,launchservicesd,root,"pctxsw(voluntary=140200618982725, involuntary=0)","pmem(rss=8548352, vms=34503331840, pfaults=1079416, pageins=19)",0.0,0.09951591491699219,0,1681143948.153559,81.758265344,36.896034816,0.0,0.0
131,timed,_timed,"pctxsw(voluntary=140200617448819, involuntary=0)","pmem(rss=3280896, vms=34497581056, pfaults=17816, pageins=30)",0.0,0.03819465637207031,0,1681143948.154125,0.201575008,0.398297408,0.0,0.0
132,usbmuxd,_usbmuxd,"pctxsw(voluntary=140200617448848, involuntary=0)","pmem(rss=2486272, vms=34503553024, pfaults=10055, pageins=316)",0.0,0.028944015502929688,0,1681143948.155169,0.103321856,0.214307712,0.0,0.0
133,securityd,root,"pctxsw(voluntary=140200617508900, involuntary=0)","pmem(rss=5165056, vms=34504265728, pfaults=75869, pageins=124)",0.0,0.06012916564941406,0,1681143948.156636,3.974047232,1.995060352,0.0,0.0
138,autofsd,root,"pctxsw(voluntary=140200617443466, involuntary=0)","pmem(rss=1425408, vms=34466574336, pfaults=1257, pageins=4)",0.0,0.01659393310546875,0,1681143948.161742,0.006653452,0.019238388,0.0,0.0
139,displaypolicyd,_displaypolicyd,"pctxsw(voluntary=140200617446634, involuntary=0)","pmem(rss=2764800, vms=34469748736, pfaults=4893, pageins=27)",0.0,0.03218650817871094,0,1681143948.16319,0.026948992,0.10535412,0.0,0.0
140,dasd,root,"pctxsw(voluntary=140200617665077, involuntary=0)","pmem(rss=9465856, vms=34500526080, pfaults=108855, pageins=239)",0.0,0.11019706726074219,0,1681143948.164661,23.457196032,7.041294336,0.0,0.0
142,distnoted,_distnote,"pctxsw(voluntary=140200617545017, involuntary=0)","pmem(rss=1822720, vms=34437611520, pfaults=10153, pageins=4)",0.0,0.021219253540039062,0,1681143948.166672,7.30706688,4.06927616,0.0,0.0
143,AppleCredentialManagerDaemon,root,"pctxsw(voluntary=140200617443883, involuntary=0)","pmem(rss=1474560, vms=34466537472, pfaults=1852, pageins=30)",0.0,0.0171661376953125,0,1681143948.167255,0.013267058,0.0466252,0.0,0.0
146,logind,root,"pctxsw(voluntary=140200617444254, involuntary=0)","pmem(rss=2805760, vms=34465968128, pfaults=3670, pageins=102)",0.0,0.03266334533691406,0,1681143948.171297,0.026744912,0.069029128,0.0,0.0
147,revisiond,root,"pctxsw(voluntary=140200617452475, involuntary=0)","pmem(rss=4419584, vms=34507317248, pfaults=23942, pageins=152)",0.0,0.05145072937011719,0,1681143948.172005,0.467459264,0.607946688,0.0,0.0
148,KernelEventAgent,root,"pctxsw(voluntary=140200617443573, involuntary=0)","pmem(rss=860160, vms=34466455552, pfaults=1202, pageins=5)",0.0,0.010013580322265625,0,1681143948.172835,0.006045265,0.019288604,0.0,0.0
149,usermanagerd,root,"pctxsw(voluntary=140200617576085, involuntary=0)","pmem(rss=3330048, vms=34969821184, pfaults=42654, pageins=23)",0.0,0.03876686096191406,0,1681143948.174081,6.504502272,3.488063232,0.0,0.0
151,bluetoothd,root,"pctxsw(voluntary=140200618900428, involuntary=0)","pmem(rss=13602816, vms=34552057856, pfaults=230454, pageins=748)",0.0,0.1583576202392578,0,1681143948.177119,100.997234688,45.462708224,0.0,0.0
152,notifyd,root,"pctxsw(voluntary=140200618390193, involuntary=0)","pmem(rss=2105344, vms=34466291712, pfaults=18216, pageins=21)",0.0,0.024509429931640625,0,1681143948.178167,23.094931456,22.429280256,0.0,0.0
153,sandboxd,root,"pctxsw(voluntary=140200617476112, involuntary=0)","pmem(rss=3059712, vms=34500124672, pfaults=109475, pageins=2474)",0.0,0.03561973571777344,0,1681143948.179134,2.449593088,1.781516032,0.0,0.0
154,corebrightnessd,root,"pctxsw(voluntary=140200617609781, involuntary=0)","pmem(rss=6348800, vms=34498744320, pfaults=39616, pageins=246)",0.0,0.07390975952148438,0,1681143948.179729,3.269449216,3.471856384,0.0,0.0
155,AirPlayXPCHelper,root,"pctxsw(voluntary=140200617460443, involuntary=0)","pmem(rss=4747264, vms=34498281472, pfaults=25794, pageins=647)",0.0,0.05526542663574219,0,1681143948.181216,0.360793888,0.701944384,0.0,0.0
156,com.apple.cmio.registerassistantservice,root,"pctxsw(voluntary=140200617445855, involuntary=0)","pmem(rss=5812224, vms=34497413120, pfaults=7623, pageins=618)",0.0,0.06766319274902344,0,1681143948.182703,0.081201424,0.278100672,0.0,0.0
157,WindowServer,root,"pctxsw(voluntary=140200654997163, involuntary=0)","pmem(rss=68386816, vms=38604742656, pfaults=11283974, pageins=2848)",0.0,0.7961273193359375,0,1681143948.634582,2693.660934144,1432.711200768,0.0,0.0
158,tccd,root,"pctxsw(voluntary=140200617811263, involuntary=0)","pmem(rss=9854976, vms=34508341248, pfaults=234082, pageins=511)",0.0,0.11472702026367188,0,1681143948.661754,47.497592832,37.04029184,0.0,0.0
159,cfprefsd,root,"pctxsw(voluntary=140200617740356, involuntary=0)","pmem(rss=3375104, vms=34467303424, pfaults=269449, pageins=4)",0.0,0.0392913818359375,0,1681143948.663455,19.578617856,13.502775296,0.0,0.0
167,analyticsd,_analyticsd,"pctxsw(voluntary=140200617619677, involuntary=0)","pmem(rss=8286208, vms=34507800576, pfaults=176198, pageins=200)",0.0,0.09646415710449219,0,1681143948.811987,8.301360128,6.727217664,0.0,0.0
187,loginwindow,root,"pctxsw(voluntary=140200617898642, involuntary=0)","pmem(rss=23371776, vms=35281141760, pfaults=1182579, pageins=1973)",0.0,0.2720832824707031,0,1681143948.841591,80.171843584,8.5091328,0.0,0.0
199,lsd,root,"pctxsw(voluntary=140200617459934, involuntary=0)","pmem(rss=9920512, vms=34506371072, pfaults=56643, pageins=6087)",0.0,0.11548995971679688,0,1681143948.875831,2.203357184,0.808728512,0.0,0.0
201,coreservicesd,root,"pctxsw(voluntary=140200617487644, involuntary=0)","pmem(rss=2363392, vms=34480996352, pfaults=22875, pageins=24)",0.0,0.027513504028320312,0,1681143948.934874,1.135084416,1.486785536,0.0,0.0
202,contextstored,root,"pctxsw(voluntary=140200617637680, involuntary=0)","pmem(rss=9465856, vms=34521165824, pfaults=112888, pageins=869)",0.0,0.11019706726074219,0,1681143948.936763,10.122607616,5.309135872,0.0,0.0
203,backupd-helper,root,"pctxsw(voluntary=140200617446254, involuntary=0)","pmem(rss=3469312, vms=34466668544, pfaults=7661, pageins=256)",0.0,0.04038810729980469,0,1681143948.938582,0.08630692,0.28394336,0.0,0.0
204,PowerUIAgent,root,"pctxsw(voluntary=140200617451593, involuntary=0)","pmem(rss=5664768, vms=34499694592, pfaults=21889, pageins=436)",0.0,0.06594657897949219,0,1681143948.940825,0.767091648,0.476473856,0.0,0.0
217,runningboardd,root,"pctxsw(voluntary=140200619120187, involuntary=0)","pmem(rss=10076160, vms=34508419072, pfaults=164070, pageins=180)",0.0,0.11730194091796875,0,1681143949.121404,76.563734528,37.469257728,0.0,0.0
218,trustd,_trustd,"pctxsw(voluntary=140200617887351, involuntary=0)","pmem(rss=10059776, vms=34533912576, pfaults=275616, pageins=102)",0.0,0.1171112060546875,0,1681143949.129269,139.08238336,17.32176896,0.0,0.0
232,distnoted,root,"pctxsw(voluntary=140200617464756, involuntary=0)","pmem(rss=1015808, vms=34437611520, pfaults=3026, pageins=4)",0.0,0.0118255615234375,0,1681143949.300298,0.365678016,0.56078944,0.0,0.0
233,syspolicyd,root,"pctxsw(voluntary=140200617848021, involuntary=0)","pmem(rss=7385088, vms=34530361344, pfaults=1262658, pageins=510274)",0.0,0.08597373962402344,0,1681143949.363845,78.224490496,27.220267008,0.0,0.0
234,PlugInLibraryService,root,"pctxsw(voluntary=140200617443462, involuntary=0)","pmem(rss=962560, vms=34466521088, pfaults=1098, pageins=4)",0.0,0.011205673217773438,0,1681143949.528759,0.006046044,0.014636963,0.0,0.0
235,coreaudiod,_coreaudiod,"pctxsw(voluntary=140200617883461, involuntary=0)","pmem(rss=8736768, vms=34523844608, pfaults=100928, pageins=827)",0.0,0.10170936584472656,0,1681143949.644913,6.876764672,16.266377216,0.0,0.0
244,apfsd,root,"pctxsw(voluntary=140200617446878, involuntary=0)","pmem(rss=1695744, vms=34465984512, pfaults=9367, pageins=3)",0.0,0.019741058349609375,0,1681143949.745758,0.04907016,0.129092624,0.0,0.0
245,nehelper,root,"pctxsw(voluntary=140200617454576, involuntary=0)","pmem(rss=4329472, vms=34497101824, pfaults=39786, pageins=114)",0.0,0.05040168762207031,0,1681143949.755438,0.799380096,0.963976832,0.0,0.0
249,nsurlsessiond,_nsurlsessiond,"pctxsw(voluntary=140200617503810, involuntary=0)","pmem(rss=7446528, vms=34507468800, pfaults=59916, pageins=132)",0.0,0.08668899536132812,0,1681143949.804057,1.563399424,2.508544256,0.0,0.0
250,airportd,root,"pctxsw(voluntary=140200618414654, involuntary=0)","pmem(rss=14172160, vms=34511691776, pfaults=356945, pageins=745)",0.0,0.16498565673828125,0,1681143949.812278,75.438604288,33.743747072,0.0,0.0
256,distnoted,_coreaudiod,"pctxsw(voluntary=140200617463963, involuntary=0)","pmem(rss=1015808, vms=34437611520, pfaults=3033, pageins=4)",0.0,0.0118255615234375,0,1681143950.546441,0.33988096,0.540736128,0.0,0.0
259,deleted_helper,root,"pctxsw(voluntary=140200617445364, involuntary=0)","pmem(rss=1753088, vms=34466455552, pfaults=3660, pageins=16)",0.0,0.02040863037109375,0,1681143950.836394,0.030481662,0.177585296,0.0,0.0
261,mobileassetd,root,"pctxsw(voluntary=140200617637436, involuntary=0)","pmem(rss=8130560, vms=34510221312, pfaults=384313, pageins=949)",0.0,0.09465217590332031,0,1681143951.627305,41.792294912,14.46972416,0.0,0.0
262,awdd,root,"pctxsw(voluntary=140200617444723, involuntary=0)","pmem(rss=2736128, vms=34497662976, pfaults=3334, pageins=74)",0.0,0.03185272216796875,0,1681143952.46667,0.027400704,0.094295672,0.0,0.0
265,authd,root,"pctxsw(voluntary=140200617478879, involuntary=0)","pmem(rss=3571712, vms=34499444736, pfaults=28871, pageins=75)",0.0,0.0415802001953125,0,1681143952.509772,3.563673344,4.30639872,0.0,0.0
268,socketfilterfw,root,"pctxsw(voluntary=140200617768557, involuntary=0)","pmem(rss=3739648, vms=34498179072, pfaults=115948, pageins=19)",0.0,0.04353523254394531,0,1681143953.425553,46.354112512,61.277462528,0.0,0.0
269,symptomsd,_networkd,"pctxsw(voluntary=140200617690563, involuntary=0)","pmem(rss=8613888, vms=34510897152, pfaults=97904, pageins=1137)",0.0,0.10027885437011719,0,1681143954.117865,12.420409344,7.695895552,0.0,0.0
270,findmydeviced,root,"pctxsw(voluntary=140200617454665, involuntary=0)","pmem(rss=8179712, vms=34505007104, pfaults=23688, pageins=286)",0.0,0.09522438049316406,0,1681143954.215203,0.253298304,0.575644224,0.0,0.0
271,mDNSResponder,_mdnsresponder,"pctxsw(voluntary=140200617943268, involuntary=0)","pmem(rss=7376896, vms=34507264000, pfaults=130900, pageins=111)",0.0,0.08587837219238281,0,1681143954.259022,12.858315776,14.181118976,0.0,0.0
273,sysextd,root,"pctxsw(voluntary=140200617443903, involuntary=0)","pmem(rss=2150400, vms=34498703360, pfaults=3283, pageins=21)",0.0,0.025033950805664062,0,1681143954.471765,0.055624528,0.039023708,0.0,0.0
274,distnoted,_cmiodalassistants,"pctxsw(voluntary=140200617465468, involuntary=0)","pmem(rss=1015808, vms=34437611520, pfaults=3033, pageins=4)",0.0,0.0118255615234375,0,1681143954.477026,0.32660432,0.505074304,0.0,0.0
275,mDNSResponderHelper,root,"pctxsw(voluntary=140200617490422, involuntary=0)","pmem(rss=2940928, vms=34497683456, pfaults=11582, pageins=1)",0.0,0.034236907958984375,0,1681143954.52779,0.996334528,0.937722304,0.0,0.0
276,com.apple.CodeSigningHelper,root,"pctxsw(voluntary=140200617481664, involuntary=0)","pmem(rss=2502656, vms=34466963456, pfaults=58583, pageins=4)",0.0,0.029134750366210938,0,1681143954.591043,2.377893376,4.11942656,0.0,0.0
288,diskmanagementd,root,"pctxsw(voluntary=140200617468653, involuntary=0)","pmem(rss=3936256, vms=34533429248, pfaults=156099, pageins=93)",0.0,0.04582405090332031,0,1681143954.822227,0.808362688,1.442441856,0.0,0.0
289,backupd,root,"pctxsw(voluntary=140200617445477, involuntary=0)","pmem(rss=4444160, vms=34499563520, pfaults=6279, pageins=181)",0.0,0.05173683166503906,0,1681143954.906714,0.269279104,0.253680944,0.0,0.0
290,wifip2pd,root,"pctxsw(voluntary=140200617611572, involuntary=0)","pmem(rss=6430720, vms=34474455040, pfaults=34527, pageins=90)",0.0,0.07486343383789062,0,1681143954.908433,15.535719424,7.306490368,0.0,0.0
292,com.apple.audio.,_coreaudiod,"pctxsw(voluntary=140200617449858, involuntary=0)","pmem(rss=1495040, vms=34467340288, pfaults=3846, pageins=36)",0.0,0.017404556274414062,0,1681143954.992189,0.201411248,0.189607232,0.0,0.0
294,UVCAssistant,_cmiodalassistants,"pctxsw(voluntary=140200617447831, involuntary=0)","pmem(rss=3624960, vms=34499702784, pfaults=11324, pageins=87)",0.0,0.04220008850097656,0,1681143955.246917,0.1148248,0.156620512,0.0,0.0
295,systemstatusd,root,"pctxsw(voluntary=140200617461194, involuntary=0)","pmem(rss=3444736, vms=34496372736, pfaults=46778, pageins=57)",0.0,0.04010200500488281,0,1681143955.372119,1.002355904,0.877443008,0.0,0.0
301,softwareupdated,_softwareupdate,"pctxsw(voluntary=140200617446887, involuntary=0)","pmem(rss=6799360, vms=34523529216, pfaults=10364, pageins=465)",0.0,0.07915496826171875,0,1681143955.735646,0.267452,0.379789984,0.0,0.0
303,audioclocksyncd,root,"pctxsw(voluntary=140200617826481, involuntary=0)","pmem(rss=1904640, vms=34973081600, pfaults=17510, pageins=33)",0.0,0.022172927856445312,0,1681143955.903702,8.734437376,9.3827328,0.0,0.0
304,com.apple.geod,_locationd,"pctxsw(voluntary=140200617466937, involuntary=0)","pmem(rss=7757824, vms=34510209024, pfaults=72042, pageins=626)",0.0,0.09031295776367188,0,1681143955.996509,0.990085568,1.43252416,0.0,0.0
305,distnoted,_locationd,"pctxsw(voluntary=140200617467093, involuntary=0)","pmem(rss=1110016, vms=34437611520, pfaults=3527, pageins=4)",0.0,0.012922286987304688,0,1681143956.00351,0.545701696,0.53734272,0.0,0.0
308,trustd,_locationd,"pctxsw(voluntary=140200617445944, involuntary=0)","pmem(rss=3170304, vms=34500550656, pfaults=9981, pageins=63)",0.0,0.036907196044921875,0,1681143956.161703,0.156926144,0.145661584,0.0,0.0
309,distnoted,_softwareupdate,"pctxsw(voluntary=140200617460914, involuntary=0)","pmem(rss=1015808, vms=34437611520, pfaults=3045, pageins=4)",0.0,0.0118255615234375,0,1681143956.220496,0.297026912,0.451511104,0.0,0.0
