pid,name,username,num_ctx_switches,memory_info,cpu_percent,memory_percent,nice,create_time,utime,stime,cutime,cstime
310,suhelperd,root,"pctxsw(voluntary=140200617443636, involuntary=0)","pmem(rss=3555328, vms=34466590720, pfaults=1983, pageins=9)",0.0,0.04138946533203125,0,1681143956.223158,0.012442284,0.01809703,0.0,0.0
312,locationd,_locationd,"pctxsw(voluntary=140200617845568, involuntary=0)","pmem(rss=11833344, vms=34517045248, pfaults=215927, pageins=12179)",0.0,0.1377582550048828,0,1681143956.499125,30.094166016,14.659175424,0.0,0.0
313,searchpartyd,root,"pctxsw(voluntary=140200618357664, involuntary=0)","pmem(rss=11788288, vms=34526625792, pfaults=127715, pageins=4306)",0.0,0.13723373413085938,0,1681143956.736298,39.668576256,18.802405376,0.0,0.0
314,cron,root,"pctxsw(voluntary=140200617444608, involuntary=0)","pmem(rss=917504, vms=34431909888, pfaults=4010, pageins=6)",0.0,0.01068115234375,0,1681143957.370655,0.022311644,0.104217664,0.0,0.0
315,distnoted,_nsurlsessiond,"pctxsw(voluntary=140200617459831, involuntary=0)","pmem(rss=1019904, vms=34437611520, pfaults=3030, pageins=4)",0.0,0.011873245239257812,0,1681143957.388071,0.287530688,0.439443424,0.0,0.0
318,com.apple.DriverKit-IOUserDockChannelSerial,_driverkit,"pctxsw(voluntary=140200617444062, involuntary=0)","pmem(rss=102400, vms=34941177856, pfaults=1086, pageins=38)",0.0,0.0011920928955078125,0,1681143958.381156,0.004260846,0.055514672,0.0,0.0
319,thermald,root,"pctxsw(voluntary=140200617455275, involuntary=0)","pmem(rss=2580480, vms=34457546752, pfaults=4946, pageins=6)",0.0,0.030040740966796875,0,1681143958.423936,0.134712704,0.743348032,0.0,0.0
323,distnoted,_windowserver,"pctxsw(voluntary=140200617458244, involuntary=0)","pmem(rss=1024000, vms=34437611520, pfaults=3039, pageins=4)",0.0,0.011920928955078125,0,1681143958.890974,0.279612864,0.42333808,0.0,0.0
325,secinitd,root,"pctxsw(voluntary=140200617443934, involuntary=0)","pmem(rss=2269184, vms=34497888256, pfaults=2684, pageins=3)",0.0,0.026416778564453125,0,1681143958.986164,0.046167008,0.02690298,0.0,0.0
328,wifianalyticsd,root,"pctxsw(voluntary=140200617447962, involuntary=0)","pmem(rss=5693440, vms=34497744896, pfaults=10958, pageins=201)",0.0,0.06628036499023438,0,1681143959.596679,0.132471504,0.248590816,0.0,0.0
330,mds_stores,root,"pctxsw(voluntary=140200618043202, involuntary=0)","pmem(rss=34500608, vms=36767989760, pfaults=1577961, pageins=34271)",0.0,0.4016399383544922,0,1681143959.788286,46.153162752,33.632970752,0.0,0.0
334,backgroundtaskmanagementd,root,"pctxsw(voluntary=140200617444972, involuntary=0)","pmem(rss=3092480, vms=34497822720, pfaults=4582, pageins=17)",0.0,0.03600120544433594,0,1681143960.706399,0.115328144,0.092725432,0.0,0.0
335,countryd,root,"pctxsw(voluntary=140200617443801, involuntary=0)","pmem(rss=2478080, vms=34497302528, pfaults=2428, pageins=7)",0.0,0.028848648071289062,0,1681143960.887165,0.01622948,0.03967468,0.0,0.0
341,appleeventsd,_appleevents,"pctxsw(voluntary=140200617552752, involuntary=0)","pmem(rss=4202496, vms=34499178496, pfaults=63970, pageins=4)",0.0,0.048923492431640625,0,1681143961.665986,2.41943808,2.32782464,0.0,0.0
342,sharedfilelistd,root,"pctxsw(voluntary=140200617444463, involuntary=0)","pmem(rss=4939776, vms=34499424256, pfaults=4238, pageins=57)",0.0,0.057506561279296875,0,1681143962.003228,0.045655844,0.090537456,0.0,0.0
348,com.apple.AccountPolicyHelper,root,"pctxsw(voluntary=140200617443625, involuntary=0)","pmem(rss=1552384, vms=34466476032, pfaults=2823, pageins=7)",0.0,0.018072128295898438,0,1681143962.495122,0.014109519,0.033355988,0.0,0.0
359,coreauthd,root,"pctxsw(voluntary=140200617445924, involuntary=0)","pmem(rss=4624384, vms=34497249280, pfaults=19931, pageins=51)",0.0,0.05383491516113281,0,1681143963.485722,0.108313184,0.176803296,0.0,0.0
360,distnoted,jachian,"pctxsw(voluntary=140200617835665, involuntary=0)","pmem(rss=3506176, vms=34438856704, pfaults=19702, pageins=4)",0.0,0.0408172607421875,0,1681143963.538023,26.334287872,11.0403584,0.0,0.0
361,securityd_service,root,"pctxsw(voluntary=140200617443526, involuntary=0)","pmem(rss=835584, vms=34466525184, pfaults=1779, pageins=10)",0.0,0.00972747802734375,0,1681143963.552947,0.02690034,0.085259264,0.0,0.0
362,distnoted,_spotlight,"pctxsw(voluntary=140200617456508, involuntary=0)","pmem(rss=1044480, vms=34437611520, pfaults=3197, pageins=4)",0.0,0.012159347534179688,0,1681143963.832994,0.281097344,0.410514272,0.0,0.0
363,cfprefsd,jachian,"pctxsw(voluntary=140200617917792, involuntary=0)","pmem(rss=3588096, vms=34467811328, pfaults=136314, pageins=5)",0.0,0.04177093505859375,0,1681143963.86104,37.596135424,72.949702656,0.0,0.0
364,UserEventAgent,jachian,"pctxsw(voluntary=140200617735699, involuntary=0)","pmem(rss=8806400, vms=34502238208, pfaults=83289, pageins=46)",0.0,0.10251998901367188,0,1681143963.914498,18.22286848,11.580623872,0.0,0.0
368,knowledge-agent,jachian,"pctxsw(voluntary=140200618047155, involuntary=0)","pmem(rss=14540800, vms=34524073984, pfaults=660599, pageins=617)",0.0,0.16927719116210938,0,1681143963.965664,227.827351552,18.159509504,0.0,0.0
370,com.apple.sbd,jachian,"pctxsw(voluntary=140200617452644, involuntary=0)","pmem(rss=6475776, vms=34505621504, pfaults=19138, pageins=55)",0.0,0.07538795471191406,0,1681143963.985187,0.3079344,0.387719872,0.0,0.0
371,ContinuityCaptureAgent,jachian,"pctxsw(voluntary=140200617449866, involuntary=0)","pmem(rss=7041024, vms=34498502656, pfaults=22736, pageins=59)",0.0,0.08196830749511719,0,1681143963.986287,0.173765152,0.282760608,0.0,0.0
373,lsd,jachian,"pctxsw(voluntary=140200617608058, involuntary=0)","pmem(rss=8581120, vms=34507821056, pfaults=451196, pageins=18908)",0.0,0.09989738464355469,0,1681143964.047432,6.210101248,5.654174208,0.0,0.0
374,usernoted,jachian,"pctxsw(voluntary=140200617453828, involuntary=0)","pmem(rss=10240000, vms=34510802944, pfaults=47475, pageins=212)",0.0,0.11920928955078125,0,1681143964.089669,1.16192256,0.839631616,0.0,0.0
375,BackgroundTaskManagementAgent,jachian,"pctxsw(voluntary=140200617453898, involuntary=0)","pmem(rss=7946240, vms=34534293504, pfaults=25986, pageins=14)",0.0,0.09250640869140625,0,1681143964.123349,0.230237264,0.278002496,0.0,0.0
376,accountsd,jachian,"pctxsw(voluntary=140200617581475, involuntary=0)","pmem(rss=17244160, vms=34552770560, pfaults=372073, pageins=2124)",0.0,0.20074844360351562,0,1681143964.156215,18.590042112,5.879160832,0.0,0.0
377,tccd,jachian,"pctxsw(voluntary=140200617543268, involuntary=0)","pmem(rss=9433088, vms=34506702848, pfaults=103617, pageins=71)",0.0,0.10981559753417969,0,1681143964.16119,9.47294208,7.102678528,0.0,0.0
