pid,name,username,cpu_percent,memory_percent
19248,DropboxFileProvider,jachian,0.0,0.20399093627929688
19250,DropboxFileProviderCH,jachian,0.0,0.022840499877929688
19385,,root,,
19410,ShipIt,jachian,0.0,0.03867149353027344
19433,Code Helper (Plugin),jachian,0.0,0.141143798828125
19474,,root,,
19584,,root,,
19672,,root,,
19725,,root,,
19793,,root,,
19897,,root,,
19999,,root,,
20096,,root,,
20117,Code Helper (Plugin),jachian,0.0,0.15230178833007812
20193,,root,,
20329,,root,,
20458,,root,,
20546,,root,,
20645,,root,,
20742,,root,,
21145,PowerChime,jachian,0.0,0.11868476867675781
21146,AquaAppearanceHelper,jachian,0.0,0.0873565673828125
23289,ASPCarryLog,root,,
23291,backgroundassets.user,jachian,0.0,0.051975250244140625
23292,intelligenceplatformd,jachian,0.0,0.07658004760742188
23293,mapspushd,jachian,0.0,0.11043548583984375
23651,com.apple.WebKit.WebContent,jachian,0.0,0.3089427947998047
24716,tipsd,jachian,0.0,0.124359130859375
24726,dprivacyd,root,,
24756,sirittsd,jachian,0.0,0.07128715515136719
24798,appleaccountd,jachian,0.0,0.08974075317382812
24821,microstackshot,root,,
24841,localizationswitcherd,jachian,0.0,0.03910064697265625
24842,GameControllerCo,_gamecontrollerd,,
24844,AssetCacheLocato,_assetcache,,
24845,com.apple.Stream,_nsurlsessiond,,
24884,periodic-wrapper,root,,
25001,RemoteManagementAgent,jachian,0.0,0.04754066467285156
25002,InteractiveLegacyProfilesSubscriber,jachian,0.0,0.06780624389648438
25006,LegacyProfilesSubscriber,jachian,0.0,0.06780624389648438
25007,PasscodeSettingsSubscriber,jachian,0.0,0.06775856018066406
25008,AccountSubscriber,jachian,0.0,0.0736236572265625
25009,ManagementTestSubscriber,jachian,0.0,0.032329559326171875
25122,sysdiagnose,root,,
25127,AMPArtworkAgent,jachian,0.0,0.08449554443359375
25313,proactived,jachian,0.0,0.0438690185546875
25370,media-indexer,jachian,0.0,0.1808643341064453
25371,AMPLibraryAgent,jachian,0.0,0.16355514526367188
25372,PodcastContentService,jachian,0.0,0.06566047668457031
25373,com.apple.BKAgentService,jachian,0.0,0.07982254028320312
25375,com.apple.audio.SandboxHelper,jachian,0.0,0.029134750366210938
25421,ospredictiond,root,,
26610,com.apple.WebKit.WebContent,jachian,0.0,0.46520233154296875
26614,com.apple.WebKit.WebContent,jachian,0.0,0.382232666015625
26620,MTLCompilerService,jachian,0.0,0.10042190551757812
29328,com.apple.WebKit.WebContent,jachian,0.0,0.5468845367431641
29340,com.apple.WebKit.WebContent,jachian,0.0,0.42061805725097656
32153,com.apple.WebKit.WebContent,jachian,0.0,0.48384666442871094
32160,MTLCompilerService,jachian,0.0,0.11315345764160156
32161,com.apple.WebKit.WebContent,jachian,0.0,1.567697525024414
32204,MTLCompilerService,jachian,0.0,0.1209259033203125
32396,com.apple.WebKit.WebContent,jachian,0.0,0.39162635803222656
34203,VTDecoderXPCService,jachian,0.0,0.05211830139160156
34211,metrickitd,jachian,0.0,0.028657913208007812
34249,contactsdonationagent,jachian,0.0,0.15287399291992188
34257,XProtect,root,,
34258,XProtectPluginSe,root,,
34588,com.apple.WebKit.WebContent,jachian,0.0,0.39997100830078125
34591,MTLCompilerService,jachian,0.0,0.10995864868164062
35693,VirtualBoxVM,jachian,0.0,19.29755210876465
39061,MTLCompilerService,jachian,0.0,0.12521743774414062
39435,com.apple.WebKit.WebContent,jachian,0.0,0.3921031951904297
39523,com.apple.WebKit.WebContent,jachian,0.0,0.3664970397949219
39525,MTLCompilerService,jachian,0.0,0.11334419250488281
39547,com.apple.WebKit.WebContent,jachian,0.0,0.5426406860351562
39548,MTLCompilerService,jachian,0.0,0.10514259338378906
39556,com.apple.WebKit.WebContent,jachian,0.0,0.3398418426513672
39571,MTLCompilerService,jachian,0.0,0.12373924255371094
39587,com.apple.WebKit.WebContent,jachian,0.0,0.6241798400878906
39632,com.apple.WebKit.WebContent,jachian,0.0,0.7038116455078125
39633,com.apple.WebKit.WebContent,jachian,0.0,0.5961894989013672
39678,com.apple.WebKit.WebContent,jachian,0.0,0.3116130828857422
39684,MTLCompilerService,jachian,0.0,0.12373924255371094
39692,MTLCompilerService,jachian,0.0,0.10838508605957031
39693,com.apple.WebKit.WebContent,jachian,0.0,0.33059120178222656
39694,MTLCompilerService,jachian,0.0,0.10843276977539062
39705,MTLCompilerService,jachian,0.0,0.11444091796875
39726,com.apple.WebKit.WebContent,jachian,0.0,0.2703666687011719
40094,MTLCompilerService,jachian,0.0,0.12145042419433594
40317,cpptools-srv,jachian,0.0,0.059795379638671875
40622,com.apple.WebKit.WebContent,jachian,0.0,1.2396812438964844
40623,com.apple.WebKit.WebContent,jachian,0.0,0.3928184509277344
40629,MTLCompilerService,jachian,0.0,0.12249946594238281
40630,com.apple.WebKit.WebContent,jachian,0.0,0.3970623016357422
40638,MTLCompilerService,jachian,0.0,0.124359130859375
40639,com.apple.WebKit.WebContent,jachian,0.0,0.2841472625732422
41235,griddatad,root,,
41247,IMAutomaticHistoryDeletionAgent,jachian,0.0,0.1087188720703125
41274,com.apple.photos.ImageConversionService,jachian,0.0,0.16813278198242188
41277,MessagesBlastDoorService,jachian,0.0,0.09355545043945312
41424,avatarsd,jachian,0.0,0.1544952392578125
41485,PerfPowerService,root,,
41538,com.apple.WebKit.WebContent,jachian,0.0,0.26230812072753906
41540,com.apple.WebKit.WebContent,jachian,0.0,0.25424957275390625
41551,com.apple.WebKit.WebContent,jachian,0.0,0.4380226135253906
41702,com.apple.WebKit.WebContent,jachian,0.0,0.5204200744628906
41715,MTLCompilerService,jachian,0.0,0.12412071228027344
41716,com.apple.WebKit.WebContent,jachian,0.0,0.29664039611816406
41891,Terminal,jachian,0.0,0.4368305206298828
41892,login,jachian,,
41893,zsh,jachian,0.0,0.012159347534179688
41963,com.apple.WebKit.WebContent,jachian,0.0,0.4173755645751953
41966,com.apple.WebKit.WebContent,jachian,0.0,0.5340099334716797
42583,remindd,jachian,0.0,0.2044677734375
43446,com.apple.WebKit.WebContent,jachian,0.0,0.26640892028808594
43448,com.apple.WebKit.WebContent,jachian,0.0,0.6986141204833984
43449,MTLCompilerService,jachian,0.0,0.12230873107910156
43451,com.apple.WebKit.WebContent,jachian,0.0,0.22978782653808594
43643,com.apple.iCloudHelper,jachian,0.0,0.09508132934570312
43665,mdworker_shared,jachian,0.0,0.1942157745361328
43753,mdworker_shared,jachian,0.0,0.14791488647460938
43754,mdworker_shared,jachian,0.0,0.1476287841796875
43796,Python,jachian,0.0,0.1282215118408203
